area_sqft,bedrooms,bathrooms,year_built,garage_spaces,lot_size,overall_qual,distance_to_city_km,neighborhood,house_style,heating_type,has_pool,has_basement,central_air,sale_price
2131,3,3.5,1997,1,6961.0,8,1.7,Suburb_East,Single_Family,Gas,1,1,0,364496
2122,3,3.0,2006,0,10472.0,8,9.1,Suburb_West,Duplex,Gas,0,0,0,246779
1747,4,2.5,1976,1,8187.0,7,2.3,Hillside,Townhouse,Electric,0,0,1,255032
866,3,2.0,1951,1,10848.0,5,13.6,Rural,Single_Family,Oil,0,0,1,107241
1409,3,2.0,1957,1,3468.0,7,7.3,Suburb_East,Single_Family,Oil,0,1,1,207429
2089,2,3.0,1997,3,9681.0,8,10.0,Hillside,Condo,Gas,0,1,1,327850
1270,3,2.0,2013,0,10622.0,7,7.4,Lakeside,Single_Family,Electric,0,0,1,258824
1767,3,3.5,1984,2,7316.0,9,18.5,Hillside,Single_Family,Gas,0,0,1,311660
2014,5,2.0,1997,1,3699.0,5,3.9,Suburb_North,Condo,Gas,0,1,1,172479
2398,5,4.0,1972,2,5710.0,6,0.5,Suburb_West,Single_Family,Electric,0,1,1,466980
1213,1,4.0,1997,3,5262.0,6,9.5,Rural,Condo,Electric,0,0,1,114193
1387,3,2.5,2016,3,2207.0,6,10.8,Suburb_South,Single_Family,Electric,0,0,1,217529
1784,4,2.0,1963,1,11669.0,8,7.5,Suburb_South,Townhouse,Electric,0,1,1,230196
3192,2,2.0,1993,0,3785.0,3,7.3,Suburb_West,Single_Family,Gas,0,0,1,378536
1907,4,1.0,1965,2,3625.0,5,0.5,Hillside,Single_Family,Electric,0,1,1,378376
1771,3,1.5,1952,2,10136.0,9,12.8,Suburb_East,Townhouse,Solar,0,1,1,247316
1818,4,2.0,1957,2,15823.0,7,14.8,Lakeside,Single_Family,Gas,1,1,1,390520
952,3,1.0,1952,1,6422.0,8,1.8,Hillside,Townhouse,Gas,0,1,1,202702
1205,3,2.0,1952,2,4865.0,6,20.6,Suburb_West,Single_Family,Oil,0,1,1,170081
1533,2,1.5,1980,2,4279.0,5,20.7,Suburb_North,Single_Family,Gas,0,0,1,222683
526,3,3.0,1970,3,2426.0,5,9.0,Hillside,Single_Family,Gas,1,0,0,167335
2404,3,2.0,2020,2,3080.0,9,3.7,Hillside,Single_Family,Gas,0,0,1,406852
1911,3,3.5,2006,3,4943.0,6,2.6,Suburb_East,Single_Family,Oil,0,1,1,285715
2322,3,2.5,1955,2,2641.0,8,0.9,Hillside,Duplex,Gas,0,1,1,310242
1196,4,1.5,1967,1,,5,5.3,Suburb_North,Single_Family,Gas,0,1,1,213405
2720,1,1.5,1998,0,5452.0,7,3.9,Suburb_East,Townhouse,Oil,1,1,0,303218
744,1,3.5,1998,1,3428.0,7,18.1,Suburb_North,Townhouse,Oil,0,1,1,134977
1186,4,2.0,1996,2,4896.0,7,2.3,Rural,Single_Family,Gas,0,0,1,188463
2853,4,3.0,2008,0,10077.0,5,22.0,Suburb_North,Townhouse,Gas,0,1,1,375398
1845,2,1.5,1977,2,5624.0,6,0.5,Suburb_West,Single_Family,Gas,0,1,1,262691
745,1,2.0,1962,1,6813.0,10,24.5,Suburb_East,Townhouse,Electric,0,0,1,105911
1451,4,2.5,1969,2,7605.0,4,8.0,Suburb_South,Single_Family,Gas,0,0,1,185307
2621,3,2.5,2012,2,7361.0,7,4.4,Suburb_West,Single_Family,Electric,0,0,1,327971
1833,3,3.5,1966,0,8421.0,10,2.2,Suburb_West,Single_Family,Electric,0,1,1,341090
1930,3,2.5,1951,1,4890.0,9,30.2,Suburb_South,Townhouse,Gas,0,1,0,220790
2851,4,1.0,1966,2,5427.0,6,5.2,Rural,Single_Family,Oil,0,1,1,266246
2170,3,1.0,1987,1,5947.0,3,1.4,Suburb_West,Single_Family,Gas,0,0,1,237170
1911,3,3.0,1951,2,4516.0,7,4.5,Hillside,Duplex,,0,1,1,276992
888,3,3.0,1981,2,5919.0,7,20.0,Hillside,Duplex,Gas,0,1,1,195117
2240,2,2.0,1975,1,1837.0,10,8.1,Suburb_North,Single_Family,Solar,0,1,1,333240
2165,2,2.0,2007,2,10366.0,6,2.2,Suburb_South,Single_Family,Electric,0,1,1,252790
2364,2,3.0,2013,1,6832.0,4,2.6,Downtown,Single_Family,Solar,0,1,1,361186
400,1,2.0,2012,2,9049.0,7,4.5,Suburb_North,Single_Family,Gas,0,1,1,184602
2205,2,2.0,1974,2,6976.0,7,15.0,Suburb_North,Condo,Electric,0,1,0,282021
1933,2,3.0,1969,2,6897.0,6,0.5,Suburb_South,Duplex,Gas,0,0,1,197056
2252,5,2.5,1977,2,8850.0,6,0.5,Suburb_West,Single_Family,Gas,0,0,1,303205
2349,5,2.0,1997,2,10979.0,1,12.0,Suburb_North,Single_Family,Gas,0,0,1,305308
2444,3,3.5,1988,1,,8,4.4,Suburb_North,Single_Family,Gas,1,1,1,358030
1051,2,2.5,1989,1,3138.0,7,5.3,Downtown,Condo,Gas,0,1,1,202993
2153,2,1.5,1958,2,7181.0,1,7.0,Lakeside,Townhouse,Gas,0,1,1,227866
1560,1,2.0,2002,2,3502.0,6,3.9,Suburb_South,Condo,Gas,0,0,0,161081
2440,3,1.0,2008,2,3865.0,6,17.4,Rural,Duplex,Electric,0,1,1,203225
3004,6,2.0,1956,3,9045.0,9,8.4,Suburb_South,Single_Family,Gas,0,1,1,363220
850,2,2.0,1953,3,10015.0,4,10.9,Downtown,Townhouse,Electric,0,1,1,167684
1409,2,4.0,1993,1,7934.0,8,17.6,Suburb_North,Single_Family,Electric,0,1,1,313736
2640,4,2.0,1958,2,3349.0,6,3.4,Suburb_East,Townhouse,Electric,1,1,1,286190
680,3,2.5,2017,2,8520.0,10,1.5,Suburb_West,Single_Family,Oil,0,1,1,224677
3278,2,2.5,1959,1,10955.0,8,7.9,Suburb_North,Condo,Gas,0,1,1,339636
1594,4,3.5,1999,1,1690.0,6,38.6,Suburb_East,Townhouse,Electric,0,1,1,173252
3162,4,2.0,1994,1,8942.0,6,3.4,Lakeside,Townhouse,Solar,0,0,1,404238
1966,2,2.5,1970,2,7183.0,7,0.5,Suburb_South,Condo,Gas,0,0,1,167926
1828,6,2.5,2021,1,,6,7.5,Downtown,Condo,Gas,0,0,1,274122
2700,4,2.5,1999,0,5791.0,8,2.8,Suburb_North,Single_Family,Electric,0,0,1,368067
784,4,2.0,1995,2,7457.0,6,5.4,Hillside,Duplex,Gas,0,1,1,176271
2168,2,2.0,1982,3,11439.0,6,3.3,Hillside,Single_Family,Gas,0,0,1,391929
1220,3,2.0,1963,1,8830.0,7,31.1,Suburb_East,Single_Family,Electric,0,1,1,166246
629,3,3.0,1993,2,,6,7.1,Suburb_West,Single_Family,Gas,0,1,1,205280
2001,6,2.5,2004,0,7243.0,9,1.5,Rural,Condo,Gas,1,0,1,200932
3092,3,2.5,1993,2,4876.0,4,6.3,Suburb_South,Townhouse,Oil,0,1,1,340347
1788,5,3.0,1974,1,9159.0,9,4.4,Suburb_North,Single_Family,Gas,0,1,1,244142
2911,3,2.5,1969,2,7526.0,5,7.5,Suburb_North,Condo,Gas,0,0,0,253707
1707,5,2.0,1953,2,5326.0,4,1.2,Suburb_South,Condo,Electric,0,1,1,173509
2143,3,2.0,1959,2,9397.0,6,14.4,Suburb_South,Single_Family,Electric,0,1,1,291047
2191,4,2.5,2006,2,5680.0,1,15.8,Suburb_South,Single_Family,Electric,1,1,1,253246
1380,2,1.5,2017,2,8012.0,8,4.8,Lakeside,Townhouse,Gas,0,0,1,284095
1263,4,3.5,1995,2,7138.0,8,2.2,Suburb_South,Single_Family,Electric,1,1,1,228471
2235,5,2.5,1989,0,6274.0,6,8.3,Rural,Condo,Oil,0,0,0,209326
931,3,1.5,1970,1,9843.0,7,8.4,Lakeside,Single_Family,Gas,0,1,1,238813
1934,6,1.0,2003,1,10572.0,5,2.8,Hillside,Single_Family,Electric,0,1,1,318242
1292,6,2.0,1991,1,7284.0,10,9.9,Suburb_East,Single_Family,Oil,0,0,1,221613
1927,6,1.5,1994,1,1124.0,8,4.8,Suburb_North,Single_Family,Gas,0,0,1,307065
1187,5,1.0,1978,2,4108.0,4,13.3,Suburb_North,Single_Family,Electric,1,1,1,230321
2157,3,3.0,1951,1,11959.0,8,0.7,Rural,Townhouse,Oil,0,1,0,196329
3087,4,1.5,1958,2,5110.0,6,1.3,Rural,Single_Family,Oil,0,1,1,317845
601,2,2.0,1962,2,1937.0,5,9.2,Lakeside,Single_Family,Gas,0,1,1,150884
1564,1,3.5,2020,1,9684.0,7,6.9,Suburb_North,Condo,Electric,0,1,1,239455
1489,4,2.0,1955,2,6342.0,8,11.3,Rural,Condo,Gas,0,1,0,143618
2429,4,2.0,2003,2,5482.0,5,8.6,Suburb_South,Single_Family,Oil,0,1,0,300122
2006,2,2.5,1961,2,5789.0,8,5.3,Suburb_South,Single_Family,Electric,0,1,1,253896
2374,4,3.5,2018,3,11931.0,7,2.5,Lakeside,Single_Family,Gas,0,0,1,489822
1371,6,1.5,1956,2,8606.0,6,2.9,Suburb_South,Single_Family,Electric,0,1,1,217362
508,1,1.5,2008,1,5392.0,8,0.6,Lakeside,Townhouse,Oil,0,1,0,183786
2625,2,2.0,1958,2,8817.0,6,4.2,Suburb_East,Condo,Oil,0,1,1,203405
1532,2,1.0,1964,1,6039.0,9,7.7,Suburb_East,Townhouse,Electric,0,0,1,181316
2504,3,3.0,1967,2,5156.0,7,7.4,Lakeside,Single_Family,Gas,0,1,1,410181
1513,2,2.0,1957,2,3314.0,8,0.5,Lakeside,Single_Family,Electric,0,1,0,224899
3126,3,3.0,1980,3,6706.0,3,1.7,Downtown,Townhouse,Gas,0,0,1,398947
2233,3,2.0,1977,2,5400.0,5,2.6,Rural,Single_Family,Electric,0,1,1,190743
1651,3,1.5,2018,2,3287.0,7,9.2,Suburb_East,Duplex,Gas,0,0,0,183564
3432,2,1.0,2008,2,8855.0,9,1.9,Suburb_South,Townhouse,Gas,0,1,0,327059
400,5,4.0,2004,1,5790.0,6,3.4,Suburb_North,Single_Family,Electric,0,1,1,179200
1820,3,3.5,1975,2,7045.0,3,14.2,Lakeside,Condo,Electric,1,0,1,245045
2810,4,2.0,2019,1,8481.0,6,3.8,Lakeside,Single_Family,Electric,0,1,0,490976
1946,5,2.5,2000,2,5965.0,7,3.1,Lakeside,Duplex,Gas,1,1,1,359942
1960,3,2.0,1985,2,4851.0,5,12.6,Suburb_South,Condo,Electric,0,1,1,158798
2041,3,2.5,1964,2,4489.0,9,6.9,Hillside,Single_Family,Electric,0,0,1,315143
1741,2,1.5,1978,1,4914.0,6,7.3,Suburb_West,Single_Family,Gas,1,0,1,255453
1934,2,1.5,2014,2,1000.0,5,0.5,Rural,Condo,Gas,0,0,1,164396
931,3,1.0,1971,0,8263.0,8,1.1,Suburb_South,Single_Family,Gas,0,0,1,149078
2590,3,1.5,1975,2,7257.0,7,7.6,Suburb_North,Single_Family,Gas,0,1,1,395652
3267,3,3.5,2008,3,5966.0,8,4.8,Rural,Single_Family,,0,1,1,361868
2664,4,2.5,1958,2,6932.0,6,2.7,Downtown,Single_Family,Electric,0,1,0,516697
1610,4,2.5,1988,2,8911.0,6,16.4,Hillside,Condo,Electric,0,0,1,220140
1286,3,3.0,2019,0,7670.0,7,7.3,Lakeside,Single_Family,Gas,0,1,1,299120
1138,2,2.0,1967,2,9329.0,9,28.3,Lakeside,Single_Family,Oil,0,1,1,225907
2718,3,4.0,2001,1,1000.0,5,15.6,Suburb_South,Single_Family,Gas,0,1,1,302849
2319,3,2.0,2007,2,7210.0,8,3.7,Suburb_South,Condo,Gas,0,0,1,236368
2683,4,1.5,1974,2,6192.0,9,0.6,Lakeside,Single_Family,Gas,0,1,1,440349
2821,3,2.5,1951,3,10373.0,9,13.3,Suburb_North,Townhouse,Electric,0,0,0,330471
2490,3,3.0,2009,3,7379.0,9,10.1,Suburb_South,Single_Family,Oil,0,1,1,332451
2326,2,3.0,2007,2,6609.0,9,2.8,Rural,Single_Family,Solar,0,0,1,244262
1125,3,2.5,2014,2,3575.0,10,0.7,Suburb_South,Duplex,Gas,0,1,1,161653
2123,4,1.5,2002,2,7543.0,7,0.7,Downtown,Single_Family,Gas,0,0,1,408743
1722,1,2.5,1988,1,10109.0,9,13.4,Downtown,Condo,Electric,1,0,1,289134
2128,5,1.0,1987,0,,8,0.5,Suburb_West,Single_Family,Gas,1,0,0,320260
1481,1,1.0,1964,1,9910.0,2,0.7,Rural,Townhouse,Electric,0,1,1,117367
1731,2,2.0,2015,2,7270.0,4,9.9,Suburb_South,Duplex,Solar,1,1,1,168454
1815,2,2.0,1998,0,6579.0,6,22.5,Hillside,Condo,Electric,1,0,1,195571
2419,4,1.0,1977,2,7159.0,6,22.6,Suburb_South,Duplex,Oil,0,0,1,201122
1567,4,2.0,1970,2,7099.0,7,4.4,Suburb_West,Townhouse,Oil,0,1,1,246689
2351,2,2.0,1992,1,10591.0,3,3.4,Hillside,Single_Family,Electric,0,1,1,381551
2295,3,2.0,2000,2,8304.0,5,31.1,Suburb_East,Single_Family,Oil,0,1,1,259398
1184,1,2.5,2002,1,8830.0,7,3.5,Lakeside,Single_Family,Gas,1,1,1,273633
1755,4,1.5,2021,2,4257.0,4,4.6,Suburb_South,Single_Family,Gas,0,1,1,243647
1582,4,2.0,1991,2,8104.0,6,0.8,Suburb_South,Single_Family,Gas,0,1,1,241614
2496,4,3.5,1954,3,6336.0,5,22.6,Suburb_East,Single_Family,Oil,0,1,1,321261
951,2,2.0,1952,3,5316.0,8,0.5,Suburb_West,Townhouse,Gas,0,1,1,184098
1112,2,2.0,2019,0,10888.0,7,1.0,Suburb_South,Single_Family,Gas,0,1,1,234571
2455,3,2.5,1981,2,6511.0,5,8.2,Suburb_North,Duplex,,0,1,1,233442
1674,4,3.5,2008,1,6082.0,6,38.8,Suburb_South,Condo,Gas,1,1,1,182685
2779,3,2.0,1977,1,2045.0,9,0.5,Suburb_South,Condo,Electric,0,0,1,264465
2361,3,2.5,1994,1,6920.0,3,1.1,Suburb_South,Single_Family,Gas,0,0,1,291286
2340,5,2.0,1991,2,9106.0,4,20.8,Suburb_South,Townhouse,Gas,0,0,1,216598
1257,2,3.0,1981,1,7482.0,6,13.5,Lakeside,Single_Family,Oil,1,1,1,278004
2908,3,1.0,1997,2,3071.0,3,21.3,Suburb_South,Single_Family,Oil,0,0,1,302647
1386,5,3.0,1952,1,6031.0,6,1.0,Rural,Single_Family,Gas,0,1,1,167631
1655,3,4.0,1951,3,8152.0,7,5.0,Downtown,Duplex,Gas,0,1,0,308374
1910,4,2.5,2002,2,5341.0,10,4.1,Lakeside,Single_Family,Electric,0,0,0,443817
1709,2,3.5,1961,2,9266.0,9,1.7,Suburb_West,Single_Family,Oil,0,1,1,254766
2095,4,2.0,2021,1,10152.0,5,17.1,Suburb_South,Duplex,Electric,0,1,1,200318
1918,2,2.0,2013,2,4830.0,7,2.7,Hillside,Condo,Gas,0,0,1,300656
1206,4,1.0,1991,0,6336.0,8,5.1,Downtown,Single_Family,Electric,0,0,1,318396
2275,3,2.0,2012,0,6427.0,5,4.3,Suburb_North,Single_Family,Electric,0,1,0,367330
1446,3,1.5,1977,3,8099.0,4,0.6,Hillside,Townhouse,Electric,0,1,1,218222
2023,3,3.0,1954,1,4252.0,7,9.3,Suburb_West,Townhouse,Gas,0,0,1,248964
2009,4,2.0,1997,0,5641.0,9,13.5,Suburb_North,Duplex,Gas,0,1,1,278159
2187,3,2.5,1950,2,8963.0,9,4.8,Suburb_East,Single_Family,Gas,0,1,1,344408
1198,3,1.0,1980,3,5847.0,5,1.6,Rural,Single_Family,Oil,0,1,1,119785
1266,5,3.0,1973,2,6605.0,5,7.1,Suburb_North,Condo,Electric,0,1,1,209880
1394,1,2.0,1998,2,11883.0,4,7.9,Hillside,Condo,Gas,0,1,1,216024
2072,4,3.5,2000,2,4198.0,7,6.1,Suburb_North,Condo,Gas,0,1,1,296597
2476,4,2.5,1989,1,3269.0,6,0.9,Suburb_South,Condo,Electric,0,1,0,266688
4112,4,1.5,2002,2,3398.0,7,0.5,Downtown,Single_Family,Gas,0,1,1,697900
1217,2,1.5,1978,2,9021.0,9,34.4,Downtown,Single_Family,Gas,0,1,0,292704
1936,2,1.5,1961,1,6540.0,9,2.6,Suburb_North,Single_Family,Gas,0,0,1,327910
3046,4,1.0,1990,0,7899.0,10,11.5,Suburb_East,Single_Family,Electric,0,1,1,346166
1925,4,2.0,2006,2,5052.0,7,0.9,Suburb_West,Condo,Gas,0,0,1,259092
2909,2,1.5,2006,1,3080.0,6,0.5,Suburb_North,Condo,Gas,0,1,0,266005
2130,4,3.5,1951,2,5063.0,8,1.5,Suburb_North,Condo,Electric,0,1,1,267686
2414,4,2.0,2011,3,4884.0,8,1.4,Hillside,Duplex,Gas,0,0,0,361511
947,1,2.0,1988,1,4480.0,5,12.4,Suburb_West,Condo,Gas,0,0,1,125172
1829,3,2.5,1967,0,6437.0,7,4.1,Suburb_West,Townhouse,Electric,0,1,1,227511
1114,5,2.0,1951,1,10667.0,6,23.5,Suburb_East,Single_Family,Gas,0,0,1,178115
2465,4,4.0,1990,3,10274.0,5,31.0,Suburb_West,Single_Family,Gas,0,1,0,308483
1900,1,1.5,1950,1,10616.0,5,6.4,Rural,Single_Family,Gas,0,1,1,198692
1519,3,2.0,1969,1,7681.0,8,5.7,Suburb_North,Single_Family,Gas,0,1,1,254241
1824,5,2.0,2014,2,4353.0,7,12.5,Suburb_North,Townhouse,Gas,0,1,1,274962
1470,2,2.0,1991,2,8474.0,2,8.7,Hillside,Duplex,Electric,1,0,1,203779
1522,3,3.0,1975,2,4166.0,5,12.0,Suburb_East,Single_Family,Gas,0,1,1,204119
1008,5,3.5,1957,3,7901.0,8,1.8,Hillside,Single_Family,Electric,0,0,1,324522
774,5,3.5,2008,1,1733.0,7,7.2,Downtown,Single_Family,Electric,0,1,1,281282
2752,5,2.0,1980,2,6571.0,5,17.0,Downtown,Single_Family,Gas,0,1,1,546518
2288,4,2.0,2017,0,2145.0,2,11.3,Downtown,Duplex,Electric,0,1,1,317856
1125,2,2.0,1973,3,4092.0,6,5.2,Downtown,Townhouse,Gas,0,1,1,299641
1504,3,1.0,2003,2,6684.0,9,4.3,Hillside,Condo,Electric,0,1,1,275357
2218,4,1.0,2023,1,6017.0,6,0.5,Lakeside,Single_Family,Gas,0,1,0,415159
1533,4,1.5,1966,1,8183.0,7,2.3,Lakeside,Single_Family,Solar,0,1,1,333380
1777,6,2.5,1962,1,8290.0,6,2.1,Rural,Single_Family,Electric,0,0,0,171486
2501,3,2.0,1988,3,4554.0,7,2.1,Suburb_South,Single_Family,Oil,0,0,1,352971
1960,3,2.0,1998,1,10207.0,7,12.1,Hillside,Single_Family,Solar,0,1,0,393399
1498,4,3.0,2018,3,6919.0,9,15.3,Suburb_South,Duplex,Gas,1,1,1,264660
400,3,1.5,1971,1,,10,17.7,Lakeside,Single_Family,Electric,0,0,1,179246
1262,4,2.0,1999,0,7344.0,7,7.8,Lakeside,Single_Family,Gas,0,0,1,264564
3055,3,3.0,2002,1,5300.0,7,4.7,Lakeside,Condo,Gas,0,1,1,319544
2233,3,3.5,2019,1,1456.0,9,1.6,Suburb_East,Duplex,Gas,1,1,1,307443
3647,3,4.0,1996,2,6667.0,5,1.9,Suburb_South,Single_Family,Gas,0,0,1,415738
3045,5,2.0,1969,2,7844.0,6,2.2,Downtown,Single_Family,Oil,0,0,1,479698
2730,3,2.5,1957,2,7985.0,5,24.4,Lakeside,Duplex,Electric,0,0,1,350605
1445,4,1.0,1961,3,2587.0,7,11.4,Suburb_North,Single_Family,Oil,0,1,1,242343
1255,3,2.0,1964,3,2746.0,6,17.3,Suburb_South,Townhouse,Gas,0,1,1,169594
2827,2,4.0,2007,0,4121.0,7,1.9,Suburb_West,Single_Family,Gas,0,1,1,352568
1844,4,1.5,1955,1,6897.0,6,6.7,Suburb_West,Single_Family,Electric,0,1,1,275140
1361,4,3.0,2023,2,8344.0,4,0.5,Suburb_South,Single_Family,Gas,0,0,0,219016
1675,2,1.0,1955,1,9138.0,6,11.3,Hillside,Single_Family,Gas,0,0,0,274656
1214,3,2.5,1974,2,13103.0,7,3.2,Downtown,Single_Family,Gas,1,0,0,334874
1864,2,2.0,2015,3,8230.0,4,16.4,Hillside,Condo,Electric,0,1,0,232089
1085,3,2.0,1975,2,,6,13.6,Lakeside,Condo,Gas,0,1,1,161440
2024,4,4.0,1962,1,4455.0,5,2.7,Lakeside,Single_Family,Oil,1,1,0,398250
1796,2,3.0,2009,2,6378.0,5,1.9,Suburb_West,Condo,Oil,1,1,1,218926
473,5,2.0,2023,0,6463.0,9,3.3,Lakeside,Single_Family,Gas,0,1,1,261326
2315,3,1.5,2020,1,8960.0,10,52.3,Lakeside,Single_Family,Oil,0,1,1,384524
2225,3,2.0,2003,2,7806.0,9,4.6,Lakeside,Townhouse,Gas,0,0,1,383943
1741,4,1.0,1978,2,7786.0,4,0.9,Rural,Condo,Gas,1,1,1,154470
3008,2,2.0,1961,3,6155.0,10,1.4,Suburb_North,Condo,,1,0,0,385658
1399,2,2.5,1974,2,3731.0,8,30.5,Suburb_North,Single_Family,Electric,0,0,1,231945
1513,6,1.5,1981,3,6872.0,6,1.0,Suburb_North,Single_Family,Gas,0,1,1,270408
1372,4,2.5,2020,2,7865.0,4,8.8,Suburb_West,Single_Family,Gas,0,1,1,218956
2031,1,1.5,1980,2,8747.0,8,12.1,Downtown,Townhouse,Electric,0,0,0,324010
1573,4,1.0,2010,2,12923.0,10,11.9,Suburb_South,Condo,Gas,0,1,1,200670
2686,3,2.0,2002,1,1000.0,8,6.4,Lakeside,Townhouse,Electric,0,0,1,359122
778,4,1.0,2020,2,8447.0,7,1.0,Lakeside,Townhouse,Gas,0,0,0,228714
1970,3,1.5,1962,2,5992.0,6,6.1,Lakeside,Condo,Gas,1,1,1,257862
898,4,2.0,1962,3,8274.0,10,2.3,Rural,Single_Family,Electric,0,0,1,184326
1978,3,2.0,2002,2,6942.0,5,4.5,Downtown,Single_Family,Gas,0,1,1,365056
1909,4,2.0,2007,2,7076.0,5,1.3,Suburb_East,Duplex,Solar,0,1,1,196982
1623,4,1.0,1952,2,9554.0,7,3.4,Suburb_South,Single_Family,Electric,0,0,1,240400
2919,2,2.5,1958,0,2764.0,7,2.6,Suburb_North,Single_Family,Oil,0,0,1,336498
1841,2,1.0,2011,1,9206.0,4,9.9,Lakeside,Single_Family,Gas,0,0,1,294300
2227,4,4.0,1957,3,8096.0,1,28.4,Suburb_South,Single_Family,Gas,0,1,1,244465
2180,4,1.5,2015,2,4205.0,9,3.3,Suburb_North,Single_Family,Electric,0,1,1,307958
1987,1,4.0,1976,1,10222.0,8,1.1,Downtown,Duplex,Gas,0,1,1,307951
1454,3,1.0,1977,1,4976.0,3,3.1,Rural,Townhouse,Gas,0,0,0,119496
1001,2,1.0,2023,3,8523.0,6,0.6,Suburb_South,Single_Family,Solar,0,1,1,208317
3361,4,2.5,1972,0,8176.0,3,1.0,Hillside,Single_Family,Gas,0,1,0,435731
1921,4,2.0,1990,2,12919.0,5,3.2,Suburb_North,Single_Family,Electric,0,1,1,390688
1236,3,2.0,1970,0,4442.0,8,5.5,Suburb_West,Condo,Gas,1,0,1,171453
1641,4,2.0,1982,0,6094.0,6,8.7,Rural,Single_Family,,0,1,1,190178
1261,4,2.0,1985,1,4785.0,9,0.5,Suburb_West,Duplex,Gas,0,1,0,203675
508,5,1.0,1956,2,7988.0,5,31.0,Suburb_North,Single_Family,Gas,0,1,1,110829
1795,4,4.0,1969,2,10414.0,6,7.2,Downtown,Single_Family,Gas,0,0,1,406051
1784,3,3.5,2008,2,5458.0,3,4.0,Downtown,Condo,Gas,0,1,1,269595
854,4,2.5,1973,0,,5,11.2,Suburb_North,Single_Family,Oil,0,0,1,152815
1710,2,4.0,2001,1,5430.0,8,11.5,Downtown,Townhouse,Gas,0,1,1,331347
1193,3,2.0,1992,0,4981.0,9,4.1,Suburb_North,Single_Family,Gas,0,0,1,264962
1567,5,3.5,1952,3,11515.0,9,7.1,Hillside,Single_Family,Electric,0,0,0,304606
2076,3,3.0,1962,1,2932.0,7,5.2,Lakeside,Single_Family,Gas,0,0,1,355931
2111,3,2.0,2015,1,9320.0,1,12.5,Suburb_South,Townhouse,Gas,0,0,0,157349
2180,3,2.0,1986,0,9928.0,6,2.6,Lakeside,Townhouse,Gas,0,1,1,379233
2014,4,1.5,2018,1,6939.0,6,4.3,Lakeside,Townhouse,Electric,0,1,1,370689
400,3,3.0,2022,0,7956.0,9,12.2,Suburb_South,Single_Family,Gas,0,1,1,164831
1872,3,1.5,2003,2,,9,2.0,Suburb_North,Townhouse,Solar,1,1,0,240431
1482,3,1.5,2008,1,9410.0,6,0.5,Suburb_East,Duplex,Electric,0,1,1,157746
799,3,1.5,2018,0,6888.0,8,5.3,Suburb_North,Condo,Gas,1,1,1,139684
2896,4,3.5,1975,2,6235.0,7,14.7,Lakeside,Condo,Gas,0,0,1,358641
1941,3,2.5,1966,1,7964.0,8,5.0,Hillside,Single_Family,Electric,0,0,1,382775
984,5,3.0,1981,2,6987.0,7,11.1,Lakeside,Single_Family,Gas,0,1,1,215997
2737,3,2.0,2012,1,6117.0,9,25.1,Suburb_West,Single_Family,Gas,0,0,1,315039
5334,4,3.5,1954,2,4672.0,5,5.7,Suburb_North,Single_Family,Gas,0,0,1,732832
1740,2,2.5,1951,1,10060.0,5,8.3,Suburb_West,Single_Family,Gas,1,0,1,204054
1675,3,1.0,2003,2,,6,1.0,Suburb_West,Townhouse,Oil,0,1,1,263460
2717,2,2.5,2012,1,11362.0,9,2.4,Suburb_East,Single_Family,Solar,0,1,1,446949
1608,5,3.5,1962,1,4552.0,8,0.9,Suburb_West,Single_Family,Gas,0,1,0,313002
1369,2,3.0,1998,0,2251.0,8,1.9,Suburb_West,Townhouse,Gas,1,1,1,245168
1195,6,1.5,2006,1,7748.0,9,10.5,Hillside,Condo,Oil,1,1,1,260072
2074,3,3.0,2004,0,5332.0,6,0.5,Lakeside,Duplex,Gas,0,1,0,303592
2126,2,3.0,2001,1,8716.0,5,5.3,Suburb_East,Single_Family,Gas,0,0,1,283891
2026,4,4.0,1956,2,5243.0,4,3.0,Suburb_South,Single_Family,Electric,0,0,1,290950
1468,5,3.0,2016,2,6959.0,3,9.1,Lakeside,Single_Family,Electric,0,0,1,238435
1340,5,2.0,1980,2,5793.0,9,6.3,Hillside,Single_Family,Gas,0,0,1,345943
1394,3,1.5,1991,3,8274.0,5,4.1,Suburb_North,Duplex,Gas,0,1,1,211963
2096,1,2.0,2000,3,13325.0,5,13.0,Lakeside,Single_Family,Gas,0,1,1,435362
2092,5,4.0,2019,2,2592.0,6,2.1,Suburb_North,Townhouse,Gas,0,1,1,352905
1742,3,2.0,1969,2,11182.0,7,12.9,Suburb_South,Single_Family,Electric,0,1,1,282541
1348,4,1.5,1980,1,7739.0,6,16.0,Hillside,Single_Family,Electric,0,0,1,243937
577,3,3.0,1956,1,,9,0.5,Suburb_North,Single_Family,Gas,0,1,1,215833
2174,4,2.0,1953,2,4157.0,7,0.5,Lakeside,Single_Family,Gas,0,1,1,358123
1994,5,2.0,1974,2,8099.0,9,17.7,Suburb_North,Townhouse,Gas,0,0,0,273779
1695,4,2.0,1966,2,7110.0,6,1.3,Suburb_North,Single_Family,Electric,0,1,1,303447
1049,4,1.0,1965,1,8995.0,6,1.3,Hillside,Townhouse,Oil,1,1,0,184326
1945,3,2.5,2001,2,4762.0,4,3.1,Downtown,Single_Family,Solar,0,1,1,358484
1311,5,2.0,2000,1,7771.0,7,3.1,Suburb_North,Single_Family,Gas,0,1,1,237603
